store,address,lng,lat,city,district,city_district
양산점,경상남도 양산시 양산역4길 11 트윈타워 2층,129.0284251,35.3363631,경상남도,양산시,경상남도양산시
물금점,경상남도 양산시 물금읍 범구로 15 희윤스마티움 1층,129.01353899999998,35.3280318,경상남도,양산시,경상남도양산시
웅상점,경상남도 양산시 삼호1길 52,129.1683861,35.4144999,경상남도,양산시,경상남도양산시
진주교대점,"경상남도 진주시 진양호로 352, 1층",128.0684927,35.183836299999996,경상남도,진주시,경상남도진주시
진주점,"경상남도 진주시 진양호로527번길 12-1, 2층",128.0829649,35.1938278,경상남도,진주시,경상남도진주시
진주도동점,"경상남도 진주시 도동로 242, 2층",128.1221341,35.1918503,경상남도,진주시,경상남도진주시
경상대점,"경상남도 진주시 진주대로 502, 2층",128.1050121,35.151731899999994,경상남도,진주시,경상남도진주시
경남대점,경상남도 창원시 마산합포구 월영동서로 19 2층,128.55989499999998,35.179942,경상남도,창원시,경상남도창원시
합성점,경상남도 창원시 마산회원구 3·15대로 664 청암빌딩 1층,128.5781952,35.232138799999994,경상남도,창원시,경상남도창원시
창원상남점,경상남도 창원시 성산구 상남로 122 롯데메디칼 2층,128.68332959999998,35.2237143,경상남도,창원시,경상남도창원시
창원팔용점,경상남도 창원시 의창구 팔용로 438 팔용종합상가 2층,128.6135031,35.255336799999995,경상남도,창원시,경상남도창원시
창원점,경상남도 창원시 의창구 원이대로589번길 12 강진빌딩 2층,128.6797101,35.228691299999994,경상남도,창원시,경상남도창원시
시티세븐점,경상남도 창원시 의창구 원이대로 332 지하1층,128.6550094,35.239332399999995,경상남도,창원시,경상남도창원시
진해점,"경상남도 창원시 진해구 벚꽃로 63, 2층",128.6629809,35.151483,경상남도,창원시,경상남도창원시
진해석동점,"경상남도 창원시 진해구 진해대로776번길 25, 상보빌딩 2층",128.6985219,35.1564102,경상남도,창원시,경상남도창원시
용원점,"경상남도 창원시 진해구 용재로 16, 2층",128.81155139999998,35.1018619,경상남도,창원시,경상남도창원시
통영점,경상남도 통영시 중앙로 321 유진빌딩 2층,128.42835970000002,34.8589841,경상남도,통영시,경상남도통영시
함안점,"경상남도 함안군 가야읍 함마대로 1500, 1층",128.3997118,35.275232700000004,경상남도,함안군,경상남도함안군
경주중앙점,경상북도 경주시 원효로5번길 10 2층,129.2012871,35.842409,경상북도,경주시,경상북도경주시
경주황성점,경상북도 경주시 황성로 7 2층,129.213202,35.864284000000005,경상북도,경주시,경상북도경주시
구미점,"경상북도 구미시 신시로 71, 1층",128.3386819,36.114292999999996,경상북도,구미시,경상북도구미시
문경점,경상북도 문경시 모전동 당교로 231 1층,128.188179,36.586065000000005,경상북도,문경시,경상북도문경시
안동중앙점,경상북도 안동시 남문로 22-15 2층,128.7307981,36.5650019,경상북도,안동시,경상북도안동시
영주점,경상북도 영주시 대학로 243 1층,128.60444270000002,36.8173013,경상북도,영주시,경상북도영주시
왜관점,경상북도 칠곡군 왜관읍 중앙로5길,128.39938,35.993635,경상북도,칠곡군,경상북도칠곡군
포항대이점,경상북도 포항시 남구 대이로 112 삼성빌딩2층,129.3411893,36.025057200000006,경상북도,포항시,경상북도포항시
포항양덕점,경상북도 포항시 북구 천마로 63 2츨,129.3965264,36.0822726,경상북도,포항시,경상북도포항시
광산점,광주광역시 광산구 사암로 331 2층,126.80870630000001,35.1739544,광주광역시,광산구,광주광역시광산구
첨단수완점,광주광역시 광산구 첨단중앙로 156,126.8423861,35.21913320000001,광주광역시,광산구,광주광역시광산구
광주남구점,광주광역시 남구 백양로 45,126.90685420000001,35.1341508,광주광역시,남구,광주광역시남구
전남대점,광주 북구 우치로90번길 2층,126.91277079999999,35.1754129,광주광역시,북구,광주광역시북구
광주일곡점,광주광역시 북구 설죽로 512 2층,126.89825309999999,35.204854299999994,광주광역시,북구,광주광역시북구
운암점,광주광역시 북구 북문대로 117 2층,126.8745419,35.179648799999995,광주광역시,북구,광주광역시북구
광주상무점,광주 서구 상무중앙로38번길 11-11 덕성빌딩 2층,126.84947820000001,35.151273700000004,광주광역시,서구,광주광역시서구
서광주점,광주광역시 서구 월드컵4강로 56,126.87523909999999,35.1420725,광주광역시,서구,광주광역시서구
두류점,대구광역시 달서구 달구벌대로 1748 1층,128.5564798,35.85705479999999,대구광역시,달서구,대구광역시달서구
성서점,대구광역시 달서구 이곡동 1196-7,128.5044021,35.8550565,대구광역시,달서구,대구광역시달서구
화원점,대구광역시 달성군 화원읍 비슬로 2635,128.5045224,35.805869200000004,대구광역시,달성군,대구광역시달성군
반야월점,대구광역시 동구 안심로73길 22 신서 롯데캐슬레전드 2층,128.7258101,35.870882,대구광역시,동구,대구광역시동구
